city,state,median_age,male_population,female_population,total_population,number_of_veterans,foreign_born,average_household_size,state_code,race,count,id
Detroit,Michigan,34.8,319265.0,357859.0,677124,29511.0,39861.0,2.6,MI,Asian,10804,1597727834116
Buffalo,New York,33.1,124537.0,133529.0,258066,11231.0,24630.0,2.27,NY,Black or African-American,101254,1597727834117
Kenner,Louisiana,36.9,33993.0,33113.0,67106,2485.0,12352.0,2.57,LA,White,44863,1597727834118
Menifee,California,37.1,42866.0,44297.0,87163,6821.0,12481.0,3.06,CA,White,62331,1597727834119
San Buenaventura,California,37.7,53932.0,55785.0,109717,5980.0,18025.0,2.68,CA,White,95139,1597727834120
San Francisco,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,Asian,324034,1597727834121
Frederick,Maryland,36.1,33146.0,36336.0,69482,3870.0,14211.0,2.48,MD,American Indian and Alaska Native,1333,1597727834122
Missoula,Montana,34.7,35002.0,36022.0,71024,4733.0,2771.0,2.15,MT,Black or African-American,1149,1597727834123
Newton,Massachusetts,42.3,41985.0,46824.0,88809,1814.0,21692.0,2.71,MA,White,69380,1597727834124
Murfreesboro,Tennessee,30.2,60704.0,65417.0,126121,5199.0,8948.0,2.6,TN,White,97270,1606317768704
Columbus,Ohio,32.5,413981.0,435086.0,849067,40238.0,101129.0,2.4,OH,Hispanic or Latino,46855,1606317768705
Arden-Arcade,California,41.5,47596.0,48680.0,96276,6511.0,13458.0,2.18,CA,Hispanic or Latino,15273,1606317768706
Wichita Falls,Texas,34.0,55775.0,48934.0,104709,7800.0,9855.0,2.41,TX,Black or African-American,14529,1606317768707
Pasadena,Texas,31.5,78827.0,74959.0,153786,5735.0,38072.0,2.95,TX,Black or African-American,6204,1606317768708
Oshkosh,Wisconsin,33.0,32905.0,33652.0,66557,3809.0,2348.0,2.3,WI,White,60210,1606317768709
Inglewood,California,34.9,52995.0,58661.0,111656,2703.0,34171.0,3.12,CA,Hispanic or Latino,60873,1606317768710
Cedar Rapids,Iowa,36.2,63109.0,67296.0,130405,7823.0,5404.0,2.32,IA,American Indian and Alaska Native,1243,1606317768711
Sunrise Manor,Nevada,32.5,93505.0,99103.0,192608,10663.0,56530.0,3.25,NV,Black or African-American,29483,1606317768712
Durham,North Carolina,33.2,121153.0,136445.0,257598,12528.0,38642.0,2.4,NC,Hispanic or Latino,36304,1606317768713
Palm Coast,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,American Indian and Alaska Native,700,1606317768714
Chino,California,36.5,50989.0,34610.0,85599,4186.0,18666.0,3.62,CA,Asian,12948,1606317768715
Baton Rouge,Louisiana,31.2,111492.0,117104.0,228596,10633.0,12268.0,2.52,LA,Asian,7442,1606317768716
Spokane Valley,Washington,36.0,49933.0,44975.0,94908,7984.0,4199.0,2.39,WA,White,91125,1606317768717
Milpitas,California,36.8,40098.0,37519.0,77617,1608.0,39436.0,3.32,CA,Black or African-American,2914,1606317768718
Cicero,Illinois,28.5,43153.0,40714.0,83867,629.0,33801.0,3.89,IL,Black or African-American,2865,1606317768719
Tulsa,Oklahoma,35.0,197437.0,205654.0,403091,24672.0,43751.0,2.37,OK,Hispanic or Latino,61217,1614907703296
Union City,New Jersey,35.4,35376.0,33773.0,69149,705.0,40553.0,2.85,NJ,Asian,4044,1614907703297
Gainesville,Florida,26.0,60803.0,69330.0,130133,4788.0,15272.0,2.33,FL,Hispanic or Latino,12208,1614907703298
Montgomery,Alabama,35.4,94582.0,106004.0,200586,14955.0,9337.0,2.41,AL,Hispanic or Latino,6648,1614907703299
Pine Hills,Florida,29.2,35344.0,40737.0,76081,2594.0,20735.0,3.3,FL,Asian,2209,1614907703300
Woodbury,Minnesota,37.7,31982.0,35868.0,67850,2732.0,9477.0,2.72,MN,Black or African-American,6054,1614907703301
McAllen,Texas,32.3,68332.0,71921.0,140253,4356.0,37691.0,3.19,TX,American Indian and Alaska Native,664,1614907703302
Arlington,Texas,32.6,191060.0,197062.0,388122,17050.0,79271.0,2.89,TX,American Indian and Alaska Native,2918,1614907703303
Palatine,Illinois,38.0,36506.0,32763.0,69269,2629.0,21760.0,2.69,IL,Hispanic or Latino,18626,1614907703304
Boise,Idaho,34.9,110099.0,108181.0,218280,16004.0,13409.0,2.61,ID,White,204913,1614907703305
Plymouth,Minnesota,38.4,39035.0,36893.0,75928,4158.0,8830.0,2.46,MN,White,63872,1614907703306
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,Black or African-American,1779,1614907703307
Riverview,Florida,32.2,44210.0,45536.0,89746,6943.0,12240.0,3.22,FL,Hispanic or Latino,23317,1614907703308
Lafayette,Louisiana,31.7,64018.0,63643.0,127661,5206.0,5396.0,2.54,LA,American Indian and Alaska Native,1183,1614907703309
Camarillo,California,40.8,31941.0,35682.0,67623,4384.0,9735.0,2.77,CA,Asian,7198,1614907703310
Sparks,Nevada,36.1,47780.0,48318.0,96098,7315.0,15690.0,2.63,NV,Hispanic or Latino,29159,1623497637888
Fort Worth,Texas,32.6,414126.0,422843.0,836969,39182.0,143404.0,2.88,TX,White,575180,1623497637889
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,Black or African-American,19194,1623497637890
Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,Black or African-American,26747,1623497637891
Pembroke Pines,Florida,40.3,77050.0,89574.0,166624,6849.0,62210.0,2.94,FL,Black or African-American,34507,1623497637892
Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Hispanic or Latino,6832,1623497637893
Manchester,New Hampshire,37.3,54845.0,55378.0,110223,5473.0,14506.0,2.4,NH,White,100108,1623497637894
Youngs,Ohio,37.5,30758.0,33851.0,64609,3620.0,1058.0,2.22,OH,Hispanic or Latino,7564,1623497637895
Evansville,Indiana,38.0,57198.0,60481.0,117679,9063.0,3169.0,2.25,IN,Hispanic or Latino,3263,1623497637896
Mount Vernon,New York,38.5,31876.0,36745.0,68621,2064.0,23777.0,2.85,NY,Black or African-American,49830,1623497637897
Plantation,Florida,40.6,42881.0,49674.0,92555,4037.0,27902.0,2.73,FL,Black or African-American,19670,1623497637898
Richardson,Texas,35.5,54676.0,56151.0,110827,4797.0,29579.0,2.83,TX,Asian,20724,1623497637899
Union City,California,38.5,38599.0,35911.0,74510,1440.0,32752.0,3.46,CA,American Indian and Alaska Native,243,1623497637900
San Diego,California,34.5,693826.0,701081.0,1394907,92489.0,373842.0,2.73,CA,American Indian and Alaska Native,16496,1623497637901
Flower Mound,Texas,40.2,35200.0,35824.0,71024,4217.0,6860.0,3.01,TX,Hispanic or Latino,6149,1632087572480
Carolina,Puerto Rico,42.0,64758.0,77308.0,142066,,,,PR,American Indian and Alaska Native,12143,1632087572481
Palm Bay,Florida,40.7,51767.0,56128.0,107895,10942.0,12070.0,2.82,FL,Black or African-American,20891,1632087572482
Norwalk,Connecticut,42.4,40880.0,47603.0,88483,2877.0,22328.0,2.7,CT,Black or African-American,15129,1632087572483
Edmond,Oklahoma,32.5,45191.0,44899.0,90090,5006.0,5585.0,2.68,OK,Asian,5349,1632087572484
Schaumburg,Illinois,36.9,35971.0,39840.0,75811,2019.0,24614.0,2.72,IL,White,43688,1632087572485
New York,New York,36.0,4081698.0,4468707.0,8550405,156961.0,3212500.0,2.68,NY,Asian,1304564,1632087572486
Waco,Texas,29.3,63452.0,68890.0,132342,10716.0,14235.0,2.57,TX,American Indian and Alaska Native,794,1632087572487
Broken Arrow,Oklahoma,36.8,52136.0,55459.0,107595,6797.0,6845.0,2.77,OK,Black or African-American,7198,1632087572488
Palm Coast,Florida,48.8,39489.0,42632.0,82121,7950.0,9084.0,2.76,FL,Black or African-American,10786,1632087572489
Anaheim,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,Asian,53270,1632087572490
Boca Raton,Florida,47.3,44760.0,48466.0,93226,4367.0,21117.0,2.22,FL,Hispanic or Latino,14735,1632087572491
Renton,Washington,36.3,52779.0,47468.0,100247,5032.0,28962.0,2.57,WA,Asian,22550,1632087572492
Franklin,Tennessee,38.3,34991.0,37644.0,72635,3303.0,6876.0,2.73,TN,Hispanic or Latino,4916,1632087572493
Murrieta,California,35.3,49363.0,60453.0,109816,7242.0,19875.0,3.3,CA,White,77700,1632087572494
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,Asian,24289,1640677507072
Maple Grove,Minnesota,38.6,31780.0,36601.0,68381,2943.0,7645.0,2.64,MN,Hispanic or Latino,1685,1640677507073
Columbia,Maryland,37.9,52202.0,51265.0,103467,6526.0,23249.0,2.68,MD,Asian,17821,1640677507074
Denton,Texas,28.7,62478.0,68569.0,131047,6352.0,18451.0,2.66,TX,Hispanic or Latino,29350,1640677507075
Alameda,California,41.4,37747.0,40867.0,78614,4504.0,18841.0,2.52,CA,Black or African-American,7364,1640677507076
Camden,New Jersey,27.9,36437.0,39694.0,76131,1425.0,11317.0,3.0,NJ,Black or African-American,35237,1640677507077
Hesperia,California,29.4,43588.0,49698.0,93286,3739.0,16667.0,3.52,CA,Asian,2131,1640677507078
Ann Arbor,Michigan,28.1,58789.0,58281.0,117070,3614.0,20717.0,2.17,MI,Black or African-American,9577,1640677507079
Huntington Beach,California,41.6,99967.0,101960.0,201927,10454.0,35368.0,2.67,CA,White,156071,1640677507080
Shreveport,Louisiana,35.2,93138.0,103856.0,196994,14287.0,5658.0,2.53,LA,Hispanic or Latino,5081,1640677507081
Waukegan,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,Black or African-American,11697,1640677507082
Bay,Texas,32.9,37977.0,37508.0,75485,3478.0,13192.0,2.59,TX,Black or African-American,16782,1640677507083
Glen Burnie,Maryland,36.5,33398.0,36461.0,69859,5298.0,6971.0,2.58,MD,White,49982,1640677507084
San Bernardino,California,28.5,108671.0,107466.0,216137,7741.0,55135.0,3.55,CA,Black or African-American,36393,1649267441664
Waukegan,Illinois,32.3,45514.0,42833.0,88347,3404.0,30997.0,2.92,IL,Asian,4933,1649267441665
Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,Hispanic or Latino,4015,1649267441666
Toms River,New Jersey,43.7,43864.0,43886.0,87750,5042.0,6852.0,2.71,NJ,Black or African-American,3703,1649267441667
Baltimore,Maryland,34.7,294027.0,327822.0,621849,29540.0,49857.0,2.51,MD,White,207274,1649267441668
Columbia,Missouri,26.8,56544.0,62554.0,119098,4548.0,10729.0,2.37,MO,Black or African-American,15489,1649267441669
Medford,Oregon,38.6,39606.0,40189.0,79795,6632.0,6185.0,2.65,OR,American Indian and Alaska Native,1239,1649267441670
Sandy,Utah,34.6,46923.0,46689.0,93612,3451.0,6691.0,3.22,UT,Black or African-American,522,1649267441671
Spokane,Washington,36.6,102756.0,110511.0,213267,18044.0,13253.0,2.34,WA,White,193143,1649267441672
Daly City,California,39.7,53817.0,52757.0,106574,3782.0,56640.0,3.26,CA,Hispanic or Latino,24316,1649267441673
Muncie,Indiana,27.4,32446.0,37255.0,69701,2968.0,1062.0,2.35,IN,White,59962,1649267441674
Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,White,71538,1649267441675
Suffolk,Virginia,38.2,43048.0,45113.0,88161,10114.0,2829.0,2.72,VA,Hispanic or Latino,3539,1649267441676
Paradise,Nevada,37.2,122784.0,114162.0,236946,14112.0,66712.0,2.65,NV,Hispanic or Latino,88347,1649267441677
Grand Rapids,Michigan,32.1,95669.0,99430.0,195099,8972.0,19176.0,2.56,MI,White,143702,1649267441678
Upland,California,39.7,36226.0,40221.0,76447,2898.0,16552.0,2.77,CA,White,46704,1649267441679
Casas Adobes,Arizona,44.8,30890.0,34375.0,65265,6601.0,7024.0,2.24,AZ,Hispanic or Latino,13609,1649267441680
Kansas City,Kansas,33.4,74606.0,76655.0,151261,8139.0,25507.0,2.71,KS,White,96113,1649267441681
Athens-Clarke County unified government,Georgia,26.5,57415.0,65148.0,122563,3953.0,12868.0,2.44,GA,Black or African-American,34583,1649267441682
Allen,Pennsylvania,33.5,60626.0,59581.0,120207,5691.0,19652.0,2.67,PA,American Indian and Alaska Native,1076,1649267441683
Durham,North Carolina,33.2,121153.0,136445.0,257598,12528.0,38642.0,2.4,NC,Black or African-American,108088,1649267441684
El Paso,Texas,33.1,332797.0,348339.0,681136,47693.0,159709.0,3.03,TX,Asian,12370,1657857376256
Baltimore,Maryland,34.7,294027.0,327822.0,621849,29540.0,49857.0,2.51,MD,Hispanic or Latino,29953,1657857376257
Chicago,Illinois,34.2,1320015.0,1400541.0,2720556,72042.0,573463.0,2.53,IL,Asian,195084,1657857376258
Victorville,California,30.6,60989.0,61247.0,122236,7484.0,21959.0,3.47,CA,Hispanic or Latino,60569,1657857376259
Sandy Springs,Georgia,35.4,48570.0,56777.0,105347,3015.0,19837.0,2.4,GA,White,78835,1657857376260
Sugar Land,Texas,42.1,43889.0,44240.0,88129,4377.0,31169.0,2.95,TX,Asian,33469,1657857376261
Fishers,Indiana,34.5,42161.0,43910.0,86071,2469.0,6138.0,2.8,IN,White,73361,1657857376262
Toledo,Ohio,36.1,135455.0,144323.0,279778,15286.0,9257.0,2.29,OH,Black or African-American,85552,1657857376263
Elk Grove,California,36.1,80057.0,86833.0,166890,7762.0,38693.0,3.34,CA,Hispanic or Latino,28781,1657857376264
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,Asian,33759,1657857376265
Washington,District of Columbia,33.8,319705.0,352523.0,672228,25963.0,95117.0,2.24,DC,White,285402,1657857376266
Duluth,Minnesota,34.7,41271.0,44855.0,86126,5015.0,2258.0,2.25,MN,White,81720,1657857376267
Anchorage,Alaska,32.2,152945.0,145750.0,298695,27492.0,33258.0,2.77,AK,Hispanic or Latino,27261,1666447310848
Orlando,Florida,33.1,130940.0,139977.0,270917,12782.0,50558.0,2.42,FL,Hispanic or Latino,89306,1666447310849
Longmont,Colorado,36.8,43941.0,48280.0,92221,4925.0,10424.0,2.63,CO,Asian,2255,1666447310850
Lauderhill,Florida,35.7,32813.0,38761.0,71574,1965.0,25471.0,3.02,FL,White,10788,1666447310851
Costa Mesa,California,34.8,59097.0,54089.0,113186,4095.0,26645.0,2.59,CA,Hispanic or Latino,38239,1666447310852
Glendale,Arizona,34.4,116795.0,123319.0,240114,13241.0,44133.0,2.89,AZ,Black or African-American,16254,1666447310853
Orem,Utah,26.1,48695.0,45762.0,94457,2828.0,12808.0,3.26,UT,American Indian and Alaska Native,976,1666447310854
College Station,Texas,22.9,54125.0,53774.0,107899,2471.0,16145.0,2.52,TX,Asian,10915,1666447310855
Salt Lake City,Utah,32.1,98364.0,94296.0,192660,6829.0,32166.0,2.38,UT,Asian,13153,1675037245440
Anaheim,California,33.6,179603.0,171135.0,350738,9796.0,137133.0,3.45,CA,Hispanic or Latino,201593,1675037245441
Deerfield Beach,Florida,41.4,37155.0,42614.0,79769,3882.0,23642.0,2.46,FL,White,53037,1675037245442
Santa Monica,California,40.6,46732.0,46487.0,93219,2008.0,24448.0,2.0,CA,Black or African-American,9663,1675037245443
Bismarck,North Dakota,38.0,34675.0,35565.0,70240,4145.0,2064.0,2.11,ND,American Indian and Alaska Native,4040,1675037245444
Washington,District of Columbia,33.8,319705.0,352523.0,672228,25963.0,95117.0,2.24,DC,American Indian and Alaska Native,6130,1675037245445
Spring Valley,Nevada,37.0,96808.0,97147.0,193955,10644.0,61072.0,2.79,NV,White,111763,1675037245446
Fort Smith,Arkansas,34.9,43346.0,44849.0,88195,3408.0,13177.0,2.44,AR,American Indian and Alaska Native,2993,1675037245447
Trenton,New Jersey,33.3,42581.0,41650.0,84231,2604.0,20428.0,3.04,NJ,Black or African-American,43471,1675037245448
Temecula,California,34.2,54407.0,57619.0,112026,7587.0,18884.0,3.34,CA,Hispanic or Latino,36246,1675037245449
Salem,Oregon,35.4,80839.0,83704.0,164543,9685.0,19668.0,2.69,OR,White,148650,1675037245450
Raleigh,North Carolina,32.8,219184.0,232765.0,451949,16747.0,65125.0,2.42,NC,Asian,24865,1675037245451
Eagan,Minnesota,36.8,31587.0,34701.0,66288,2699.0,8642.0,2.49,MN,Black or African-American,8032,1675037245452
Kalamazoo,Michigan,26.4,37175.0,38865.0,76040,3048.0,3482.0,2.36,MI,Hispanic or Latino,4114,1675037245453
New Britain,Connecticut,33.4,37350.0,35459.0,72809,2219.0,15080.0,2.52,CT,Black or African-American,9873,1675037245454
Fall River,Massachusetts,39.3,43314.0,45456.0,88770,4143.0,14775.0,2.21,MA,American Indian and Alaska Native,1481,1675037245455
Saint Louis,Missouri,35.0,153026.0,162659.0,315685,17060.0,21802.0,2.16,MO,Hispanic or Latino,12261,1675037245456
Citrus Heights,California,37.8,41982.0,45071.0,87053,6171.0,9466.0,2.49,CA,Asian,3615,1675037245457
Auburn,Washington,37.1,36837.0,39743.0,76580,5401.0,14842.0,2.73,WA,American Indian and Alaska Native,3042,1675037245458
San Francisco,California,38.3,439752.0,425064.0,864816,26276.0,297199.0,2.37,CA,American Indian and Alaska Native,8997,1675037245459
German,Maryland,34.9,41115.0,43007.0,84122,2443.0,27877.0,2.95,MD,Hispanic or Latino,18202,1683627180032
Boynton Beach,Florida,45.8,33701.0,40271.0,73972,4727.0,15431.0,2.45,FL,Hispanic or Latino,12553,1683627180033
Passaic,New Jersey,30.4,36505.0,34577.0,71082,693.0,24174.0,3.56,NJ,Black or African-American,5230,1683627180034
Loveland,Colorado,37.6,37042.0,38146.0,75188,5667.0,3050.0,2.53,CO,American Indian and Alaska Native,1029,1683627180035
Oklahoma City,Oklahoma,34.1,309227.0,322036.0,631263,41843.0,80165.0,2.58,OK,American Indian and Alaska Native,41696,1683627180036
Dayton,Ohio,32.8,66631.0,73966.0,140597,8465.0,7381.0,2.26,OH,White,86016,1683627180037
Berkeley,California,32.5,60142.0,60829.0,120971,3736.0,25000.0,2.35,CA,Hispanic or Latino,15429,1683627180038
Pasco,Washington,28.6,35298.0,32799.0,68097,2052.0,16265.0,3.45,WA,American Indian and Alaska Native,1054,1683627180039
Portland,Oregon,36.7,313516.0,318671.0,632187,29940.0,86041.0,2.43,OR,Black or African-American,45914,1683627180040
Redding,California,38.8,42530.0,49049.0,91579,6926.0,5181.0,2.42,CA,Asian,5271,1692217114624
Highlands Ranch,Colorado,39.6,49186.0,53281.0,102467,4840.0,8827.0,2.72,CO,Asian,5650,1692217114625
Norfolk,Virginia,30.2,128917.0,117476.0,246393,29445.0,16702.0,2.51,VA,White,127741,1692217114626
East Orange,New Jersey,35.5,29995.0,34967.0,64962,1870.0,15164.0,2.85,NJ,Black or African-American,57859,1692217114627
Miramar,Florida,36.6,66157.0,70958.0,137115,3077.0,57179.0,3.41,FL,Asian,12084,1692217114628
Independence,Missouri,38.6,54348.0,62907.0,117255,10220.0,4911.0,2.33,MO,Asian,558,1692217114629
Trenton,New Jersey,33.3,42581.0,41650.0,84231,2604.0,20428.0,3.04,NJ,Hispanic or Latino,30613,1692217114630
Indio,California,35.9,43803.0,43723.0,87526,3647.0,22538.0,3.08,CA,American Indian and Alaska Native,1112,1692217114631
Newport Beach,California,46.8,43161.0,43970.0,87131,4847.0,15318.0,2.4,CA,White,74814,1692217114632
Cape Coral,Florida,45.0,85626.0,89604.0,175230,14446.0,24185.0,2.85,FL,American Indian and Alaska Native,1040,1692217114633
Poinciana,Florida,34.2,38142.0,35801.0,73943,2933.0,14349.0,3.93,FL,Asian,1409,1692217114634
Pasadena,California,37.6,67712.0,74534.0,142246,4618.0,40779.0,2.63,CA,Black or African-American,15909,1692217114635
Des Moines,Iowa,34.5,103726.0,106591.0,210317,11780.0,23857.0,2.41,IA,Black or African-American,26353,1700807049216
Walnut Creek,California,47.6,31994.0,36912.0,68906,4977.0,13624.0,2.22,CA,Black or African-American,1705,1700807049217
Madison,Wisconsin,30.7,122596.0,126360.0,248956,9707.0,30090.0,2.23,WI,American Indian and Alaska Native,2296,1700807049218
San Tan Valley,Arizona,31.3,40429.0,42368.0,82797,4300.0,5757.0,3.44,AZ,American Indian and Alaska Native,3941,1700807049219
Champaign,Illinois,28.7,43326.0,42760.0,86086,3734.0,12261.0,2.25,IL,Asian,11746,1700807049220
San Mateo,California,39.3,50966.0,52558.0,103524,2730.0,34957.0,2.64,CA,Black or African-American,2880,1700807049221
El Paso,Texas,33.1,332797.0,348339.0,681136,47693.0,159709.0,3.03,TX,Black or African-American,34473,1700807049222
Torrance,California,41.2,73209.0,75259.0,148468,8459.0,43096.0,2.7,CA,Hispanic or Latino,25699,1700807049223
Johns Creek,Georgia,39.0,40282.0,43057.0,83339,1983.0,29000.0,3.19,GA,Black or African-American,11273,1700807049224
Missouri City,Texas,37.2,34932.0,36846.0,71778,4274.0,18556.0,3.03,TX,Asian,17854,1700807049225
Boulder,Colorado,29.0,56342.0,51000.0,107342,4061.0,12993.0,2.24,CO,Asian,8772,1700807049226
Austin,Texas,32.7,475718.0,456122.0,931840,37414.0,181686.0,2.5,TX,Asian,78916,1700807049227
Bethlehem,Pennsylvania,35.1,35861.0,38506.0,74367,4704.0,6295.0,2.46,PA,White,64526,1709396983808
Pleasanton,California,41.3,36662.0,42857.0,79519,2424.0,23208.0,2.87,CA,Black or African-American,1919,1709396983809
Phoenix,Arizona,33.8,786833.0,776168.0,1563001,72388.0,300702.0,2.89,AZ,Hispanic or Latino,669914,1709396983810
South San Francisco,California,39.4,34177.0,33094.0,67271,1839.0,27528.0,3.33,CA,Black or African-American,2327,1709396983811
Eugene,Oregon,33.4,79071.0,84377.0,163448,8896.0,14503.0,2.34,OR,Black or African-American,5632,1709396983812
Alhambra,California,41.0,42184.0,43388.0,85572,1673.0,44441.0,2.89,CA,American Indian and Alaska Native,687,1709396983813
Jurupa Valley,California,33.8,49430.0,50884.0,100314,3833.0,25338.0,3.87,CA,Asian,4992,1709396983814
Tacoma,Washington,37.7,100914.0,107036.0,207950,19040.0,31863.0,2.48,WA,Hispanic or Latino,25764,1709396983815
Rochester Hills,Michigan,41.2,36356.0,37076.0,73432,3053.0,13708.0,2.66,MI,Asian,8092,1709396983816
